sample_id,video_id,split,video_path,n_map_frames,n_fixation_frames,mean_map_intensity,peak_map_intensity,peak_to_mean_map_ratio,mean_map_concentration,mean_fixation_density,selected_tail,source_video_path,modal_media_found,modal_media_size_bytes
dhf1k_622,622,val,/bmd-videos/attention_capture/DHF1K/video/622.AVI,250,250,,,,,0.0006555555556551553,low,data/attention_capture/DHF1K/video/622.AVI,True,1720124
dhf1k_625,625,val,/bmd-videos/attention_capture/DHF1K/video/625.AVI,538,538,,,,,0.0006835211442359793,low,data/attention_capture/DHF1K/video/625.AVI,True,3693988
dhf1k_626,626,val,/bmd-videos/attention_capture/DHF1K/video/626.AVI,296,296,,,,,0.0006843122435974372,low,data/attention_capture/DHF1K/video/626.AVI,True,1993372
dhf1k_627,627,val,/bmd-videos/attention_capture/DHF1K/video/627.AVI,613,613,,,,,0.0008836607293029837,high,data/attention_capture/DHF1K/video/627.AVI,True,2015806
dhf1k_629,629,val,/bmd-videos/attention_capture/DHF1K/video/629.AVI,969,969,,,,,0.0007963715466941967,high,data/attention_capture/DHF1K/video/629.AVI,True,6772698
dhf1k_630,630,val,/bmd-videos/attention_capture/DHF1K/video/630.AVI,937,937,,,,,0.0008548355429682269,high,data/attention_capture/DHF1K/video/630.AVI,True,6476402
dhf1k_636,636,val,/bmd-videos/attention_capture/DHF1K/video/636.AVI,511,511,,,,,0.000819879322193851,high,data/attention_capture/DHF1K/video/636.AVI,True,3502588
dhf1k_638,638,val,/bmd-videos/attention_capture/DHF1K/video/638.AVI,462,462,,,,,0.0006350051849217202,low,data/attention_capture/DHF1K/video/638.AVI,True,3462990
dhf1k_639,639,val,/bmd-videos/attention_capture/DHF1K/video/639.AVI,527,527,,,,,0.0008355075906210206,high,data/attention_capture/DHF1K/video/639.AVI,True,3783812
dhf1k_641,641,val,/bmd-videos/attention_capture/DHF1K/video/641.AVI,420,420,,,,,0.0008289827225131115,high,data/attention_capture/DHF1K/video/641.AVI,True,3103000
dhf1k_643,643,val,/bmd-videos/attention_capture/DHF1K/video/643.AVI,815,815,,,,,0.0006762472310059195,low,data/attention_capture/DHF1K/video/643.AVI,True,5738170
dhf1k_644,644,val,/bmd-videos/attention_capture/DHF1K/video/644.AVI,915,915,,,,,0.000667065118526648,low,data/attention_capture/DHF1K/video/644.AVI,True,6562950
dhf1k_647,647,val,/bmd-videos/attention_capture/DHF1K/video/647.AVI,303,303,,,,,0.0006608824962325527,low,data/attention_capture/DHF1K/video/647.AVI,True,2266918
dhf1k_650,650,val,/bmd-videos/attention_capture/DHF1K/video/650.AVI,818,818,,,,,0.0006443243180239382,low,data/attention_capture/DHF1K/video/650.AVI,True,5716718
dhf1k_651,651,val,/bmd-videos/attention_capture/DHF1K/video/651.AVI,1196,1196,,,,,0.0006658370791797477,low,data/attention_capture/DHF1K/video/651.AVI,True,8119224
dhf1k_652,652,val,/bmd-videos/attention_capture/DHF1K/video/652.AVI,576,576,,,,,0.0007964183670184058,high,data/attention_capture/DHF1K/video/652.AVI,True,4070792
dhf1k_654,654,val,/bmd-videos/attention_capture/DHF1K/video/654.AVI,432,432,,,,,0.0006295914521009157,low,data/attention_capture/DHF1K/video/654.AVI,True,3392418
dhf1k_655,655,val,/bmd-videos/attention_capture/DHF1K/video/655.AVI,490,490,,,,,0.0008569568452634373,high,data/attention_capture/DHF1K/video/655.AVI,True,3444948
dhf1k_656,656,val,/bmd-videos/attention_capture/DHF1K/video/656.AVI,412,412,,,,,0.0008038784391687532,high,data/attention_capture/DHF1K/video/656.AVI,True,3236598
dhf1k_660,660,val,/bmd-videos/attention_capture/DHF1K/video/660.AVI,525,525,,,,,0.0006637814165081918,low,data/attention_capture/DHF1K/video/660.AVI,True,3581856
dhf1k_662,662,val,/bmd-videos/attention_capture/DHF1K/video/662.AVI,692,692,,,,,0.0006991861357974061,low,data/attention_capture/DHF1K/video/662.AVI,True,5001212
dhf1k_663,663,val,/bmd-videos/attention_capture/DHF1K/video/663.AVI,535,535,,,,,0.0006478777265983469,low,data/attention_capture/DHF1K/video/663.AVI,True,3941372
dhf1k_666,666,val,/bmd-videos/attention_capture/DHF1K/video/666.AVI,731,731,,,,,0.0006855026413985973,low,data/attention_capture/DHF1K/video/666.AVI,True,5254846
dhf1k_668,668,val,/bmd-videos/attention_capture/DHF1K/video/668.AVI,245,245,,,,,0.0006807504248524997,low,data/attention_capture/DHF1K/video/668.AVI,True,1803388
dhf1k_669,669,val,/bmd-videos/attention_capture/DHF1K/video/669.AVI,581,581,,,,,0.0006694710390079644,low,data/attention_capture/DHF1K/video/669.AVI,True,3824800
dhf1k_673,673,val,/bmd-videos/attention_capture/DHF1K/video/673.AVI,258,258,,,,,0.0008678705061067532,high,data/attention_capture/DHF1K/video/673.AVI,True,1799840
dhf1k_674,674,val,/bmd-videos/attention_capture/DHF1K/video/674.AVI,764,764,,,,,0.0008025878064925002,high,data/attention_capture/DHF1K/video/674.AVI,True,5383384
dhf1k_676,676,val,/bmd-videos/attention_capture/DHF1K/video/676.AVI,358,358,,,,,0.0005591077945269442,low,data/attention_capture/DHF1K/video/676.AVI,True,2507984
dhf1k_677,677,val,/bmd-videos/attention_capture/DHF1K/video/677.AVI,752,752,,,,,0.000800434951978535,high,data/attention_capture/DHF1K/video/677.AVI,True,5291308
dhf1k_680,680,val,/bmd-videos/attention_capture/DHF1K/video/680.AVI,453,453,,,,,0.0008080677439897603,high,data/attention_capture/DHF1K/video/680.AVI,True,3515366
dhf1k_686,686,val,/bmd-videos/attention_capture/DHF1K/video/686.AVI,472,472,,,,,0.0008085054735494265,high,data/attention_capture/DHF1K/video/686.AVI,True,3314348
dhf1k_687,687,val,/bmd-videos/attention_capture/DHF1K/video/687.AVI,691,691,,,,,0.0008041008407005423,high,data/attention_capture/DHF1K/video/687.AVI,True,5112950
dhf1k_689,689,val,/bmd-videos/attention_capture/DHF1K/video/689.AVI,312,312,,,,,0.0005942702776407644,low,data/attention_capture/DHF1K/video/689.AVI,True,2220150
dhf1k_691,691,val,/bmd-videos/attention_capture/DHF1K/video/691.AVI,360,360,,,,,0.0007970317338832603,high,data/attention_capture/DHF1K/video/691.AVI,True,2838174
dhf1k_697,697,val,/bmd-videos/attention_capture/DHF1K/video/697.AVI,584,584,,,,,0.000801398106774934,high,data/attention_capture/DHF1K/video/697.AVI,True,4292266
dhf1k_699,699,val,/bmd-videos/attention_capture/DHF1K/video/699.AVI,1142,1142,,,,,0.000796452374722533,high,data/attention_capture/DHF1K/video/699.AVI,True,8131878
dhf1k_700,700,val,/bmd-videos/attention_capture/DHF1K/video/700.AVI,434,434,,,,,0.0008538046438399324,high,data/attention_capture/DHF1K/video/700.AVI,True,3225058
